"","pertenencia_id","tipo_id","usuario_id","nome","orgao_id","orgao","sigla","fecha_inicio","fecha_termino","atribuicoes","cargo","descricao_cargo","tipo_perfil_pertenencias","tipo_perfil_pertenencias_chave","tipo_exercicio","nome_home","grupo_ativo"
"1132",28999,22,18658,"RAISA ZANDONADE VAZZOLER",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","27-10-2023",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","RAISA ZANDONADE VAZZOLER (desde 27/10/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1133",2746,22,3003,"RAPHAEL SANCHES PEREIRA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","30-09-2022",NA,"Gerente de Avaliação da Qualidade de Medicamentos Sintéticos - GQMED","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RAPHAEL SANCHES PEREIRA (desde 30/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1134",17715,22,14747,"RAQUEL MARCOLONGO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","06-03-2023",NA,NA,"ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","RAQUEL MARCOLONGO (desde 06/03/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1135",2736,22,2989,"Renan Araujo Gois",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","30-09-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Renan Araujo Gois (desde 30/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1136",29912,22,24714,"RENATA D AVILA ESMERALDINO GITAI",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","27-10-2023",NA,NA,"ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","RENATA D AVILA ESMERALDINO GITAI (desde 27/10/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1137",16247,22,13736,"RENATA DE MORAIS SOUZA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","03-02-2023",NA,"Gerente de Produtos Controlados","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RENATA DE MORAIS SOUZA (desde 03/02/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1138",21356,22,1294,"RENATA FARIA PEREIRA HURTADO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","17-05-2023",NA,NA,"ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","RENATA FARIA PEREIRA HURTADO (desde 17/05/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1139",3428,22,3707,"RENATA MENESES DE MELO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","30-09-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","RENATA MENESES DE MELO (desde 30/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1140",7912,22,7698,"Renata Patrícia de Abreu Fernandes de Araújo",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-03-2016",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Renata Patrícia de Abreu Fernandes de Araújo (desde 09/03/2016) - APO ativo","Agente Público Obrigado Titular ativo"
"1141",7895,22,7685,"RENATA ZAGO DINIZ FONSECA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","26-03-2019",NA,"Inciso I, art. 3º, Decreto 10.889/21","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RENATA ZAGO DINIZ FONSECA (desde 26/03/2019) - APO ativo","Agente Público Obrigado Titular ativo"
"1142",8656,22,8154,"RENATO CARNEIRO LINO DA SILVA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","10-10-2022",NA,"responsável pela Gerência de Logística da Anvisa","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RENATO CARNEIRO LINO DA SILVA (desde 10/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1143",7874,22,7668,"RENATO LOPES HURTADO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","18-08-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","RENATO LOPES HURTADO (desde 18/08/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1144",15383,22,13141,"Rhayane Stephane Silva Andrade Matos ",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","01-02-2023",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Rhayane Stephane Silva Andrade Matos  (desde 01/02/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1145",2544,22,2785,"RICARDO ROESCH MORATO FILHO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,NA,"ASSESSOR-CHEFE","","Agente Público Obrigado - Titular","apo","Titular","RICARDO ROESCH MORATO FILHO (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1146",1836,22,1298,"ROBERTA MENESES MARQUEZ DE AMORIM",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","26-09-2022",NA,"Assessora especial da Diretoria.","ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","ROBERTA MENESES MARQUEZ DE AMORIM (desde 26/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1147",2641,22,2888,"RODRIGO JOSE VIANA OTTONI",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","29-09-2022",NA,"Gerente GHCOS","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RODRIGO JOSE VIANA OTTONI (desde 29/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1148",9961,22,9045,"RODRIGO RODRIGUES SAVINI",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","14-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","RODRIGO RODRIGUES SAVINI (desde 14/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1149",4294,22,4538,"ROMISON RODRIGUES MOTA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","19-07-2021",NA,NA,"DIRETOR","","Agente Público Obrigado - Titular","apo","Titular","ROMISON RODRIGUES MOTA (desde 19/07/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1150",22403,22,18956,"RONALDO LUCIO PONCIANO GOMES",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","22-06-2023",NA,NA,"GERENTE","","Agente Público Obrigado - Titular","apo","Titular","RONALDO LUCIO PONCIANO GOMES (desde 22/06/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1151",13070,22,11623,"ROSENILDE MARTINS LIMA BORGES",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","28-11-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","ROSENILDE MARTINS LIMA BORGES (desde 28/11/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1152",6077,22,6130,"ROSIENE ROSALIA ANDRADE",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","07-10-2022",NA,"Assessora na Segunda Diretoria","ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","ROSIENE ROSALIA ANDRADE (desde 07/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1153",3798,22,4060,"ROSILANE DE AQUINO SILVA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","10-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","ROSILANE DE AQUINO SILVA (desde 10/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1154",13065,22,11619,"SARAH MACHADO LUZ",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","28-11-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","SARAH MACHADO LUZ (desde 28/11/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1155",33882,22,11626,"SIMONE DE OLIVEIRA REIS RODERO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","15-04-2024",NA,NA,"GERENTE-GERAL","","Agente Público Obrigado - Titular","apo","Titular","SIMONE DE OLIVEIRA REIS RODERO (desde 15/04/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1156",2639,22,2886,"STEFANIA SCHIMANESKI PIRAS",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","29-09-2022",NA,NA,"GERENTE-GERAL","","Agente Público Obrigado - Titular","apo","Titular","STEFANIA SCHIMANESKI PIRAS (desde 29/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1157",4372,22,4606,"Suzana Yumi Fujimoto",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","06-09-2021",NA,NA,"DIRETOR ADJUNTO","","Agente Público Obrigado - Titular","apo","Titular","Suzana Yumi Fujimoto (desde 06/09/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1158",23098,22,11189,"TALITA LOPES CAMPOS SOARES",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","12-07-2023",NA,NA,"ASSISTENTE","","Agente Público Obrigado - Titular","apo","Titular","TALITA LOPES CAMPOS SOARES (desde 12/07/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1159",2774,22,3032,"TANIA MARA ARRAIS MONTEIRO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","TANIA MARA ARRAIS MONTEIRO (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1160",7048,22,6996,"THAIS CORREA ROCHA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","22-06-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","THAIS CORREA ROCHA (desde 22/06/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1161",9133,22,2538,"Thalita Antony de Souza Lima",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","11-10-2022",NA,NA,"ASSESSOR-CHEFE","","Agente Público Obrigado - Titular","apo","Titular","Thalita Antony de Souza Lima (desde 11/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1162",7855,22,7658,"THIAGO REZENDE PEREIRA CUNHA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","04-01-2021",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","THIAGO REZENDE PEREIRA CUNHA (desde 04/01/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1163",2738,22,2992,"THIAGO SILVA CARVALHO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","THIAGO SILVA CARVALHO (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1164",2765,22,3022,"Tiago Lanius Rauber",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","30-09-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Tiago Lanius Rauber (desde 30/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1165",2681,22,2932,"VANESSA LUCAS XAVIER",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","29-09-2022",NA,"Gerente GEAST/GGTOX","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","VANESSA LUCAS XAVIER (desde 29/09/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1166",9433,22,1300,"varley dias sousa",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","11-10-2022",NA,NA,"ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","varley dias sousa (desde 11/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1167",22645,22,19154,"VITOR DE GOES TRINDADE MELLO",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","07-06-2023",NA,NA,"ASSESSOR","","Agente Público Obrigado - Titular","apo","Titular","VITOR DE GOES TRINDADE MELLO (desde 07/06/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1168",30141,22,24833,"Wagner Eduardo Marques Lambert",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,"Coordenador de Processos Simplificados","COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Wagner Eduardo Marques Lambert (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1169",2501,22,2747,"WALFREDO DA SILVA CALMON",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,"Gerente de Tecnovigilância","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","WALFREDO DA SILVA CALMON (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1170",22617,22,18565,"WALTER FERREIRA DANTAS",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","01-04-2023",NA,NA,"AUDITOR-CHEFE","","Agente Público Obrigado - Titular","apo","Titular","WALTER FERREIRA DANTAS (desde 01/04/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1171",2757,22,3014,"Wanessa Tenório Gonçalves Holanda de Oliveira",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","09-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Wanessa Tenório Gonçalves Holanda de Oliveira (desde 09/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1172",12951,22,2865,"Webert Gonçalves de Santana",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","10-10-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","Webert Gonçalves de Santana (desde 10/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1173",5906,22,5989,"WILLANS NUNES DOS SANTOS",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","05-10-2022",NA,"realiza a gerência de contratos e parcerias","GERENTE","","Agente Público Obrigado - Titular","apo","Titular","WILLANS NUNES DOS SANTOS (desde 05/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1174",30052,22,7360,"YANE DE CARVALHO GUEDES",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","15-01-2024",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","YANE DE CARVALHO GUEDES (desde 15/01/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1175",29913,22,24715,"YUNES EIRAS BAPTISTA",1178,"Agência Nacional de Vigilância Sanitária","ANVISA","01-12-2022",NA,NA,"COORDENADOR","","Agente Público Obrigado - Titular","apo","Titular","YUNES EIRAS BAPTISTA (desde 01/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1176",1809,22,2039,"AKIO ASSUNCAO NAKAMURA",1194,"Agência Nacional do Cinema","ANCINE","01-12-2020",NA,"Assessorar e apoiar a unidade superior; promover a segurança da informação e a qualidade e confiabilidade dos dados relacionados aos processos sob sua responsabilidade; registrar e instruir processos administrativos.","COORDENADOR(A) DE ANÁLISE TÉCNICA DE REGULAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","AKIO ASSUNCAO NAKAMURA (desde 01/12/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1177",1702,22,1895,"Alex Braga Muniz",1194,"Agência Nacional do Cinema","ANCINE","21-10-2021",NA,NA,"DIRETOR-PRESIDENTE","","Agente Público Obrigado - Titular","apo","Titular","Alex Braga Muniz (desde 21/10/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1178",1373,22,1515,"Alexandre Gianni Silva",1194,"Agência Nacional do Cinema","ANCINE","11-02-1981",NA,"Realizar triagem, registro, distribuição e guarda de documentos; registrar e instruir processos administrativos; elaborar deliberações.","COORDENADOR(A) DE DESENVOLVIMENTO DE MERCADO E ARTICULAÇÃO INSTITUCIONAL","","Agente Público Obrigado - Titular","apo","Titular","Alexandre Gianni Silva (desde 11/02/1981) - APO ativo","Agente Público Obrigado Titular ativo"
"1179",22881,22,19382,"AMARILDO JOSE LEITE",1194,"Agência Nacional do Cinema","ANCINE","04-07-2023",NA,NA,"CORREGEDOR","","Agente Público Obrigado - Titular","apo","Titular","AMARILDO JOSE LEITE (desde 04/07/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1180",1525,22,1696,"Ana Julia Cury de Brito Cabral",1194,"Agência Nacional do Cinema","ANCINE","12-06-2020",NA,"Assessorar a autoridade superior nas matérias de sua competência; promover a segurança da informação e da qualidade e confiabilidade dos dados sob sua responsabilidade; decidir em primeira instância no âmbito de suas atribuições regimentais.","COORDENADOR(A) DE DESEMPENHO E DESENVOLVIMENTO","","Agente Público Obrigado - Titular","apo","Titular","Ana Julia Cury de Brito Cabral (desde 12/06/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1181",1715,22,1906,"ANDRE LUIZ DE SOUZA MARQUES",1194,"Agência Nacional do Cinema","ANCINE","09-11-2021",NA,NA,"SECRETARIO(A) DE REGULAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","ANDRE LUIZ DE SOUZA MARQUES (desde 09/11/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1182",32198,22,23565,"ANDRETE CESAR SANTOS DA SILVA",1194,"Agência Nacional do Cinema","ANCINE","28-02-2024",NA,NA,"SUPERINTENDENTE DE PRESTAÇÃO DE CONTAS SUBSTITUTO","","Agente Público Obrigado - Titular","apo","Titular","ANDRETE CESAR SANTOS DA SILVA (desde 28/02/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1183",1924,22,2154,"ANNA CAROLINA DE ANDRADE MONTEIRO DE BARROS",1194,"Agência Nacional do Cinema","ANCINE","28-03-2022",NA,"Propor o planejamento e auxiliar a Diretoria Colegiada na supervisão da gestão e da integração dos programas, ações a cargo da ANCINE.","ASSESSOR SECRETARIA DE REGULAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","ANNA CAROLINA DE ANDRADE MONTEIRO DE BARROS (desde 28/03/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1184",32197,22,23374,"Barbara Malta Rabello",1194,"Agência Nacional do Cinema","ANCINE","28-02-2024",NA,NA,"COORDENADOR(A) SUBSTITUTO(A)","","Agente Público Obrigado - Titular","apo","Titular","Barbara Malta Rabello (desde 28/02/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1185",1814,22,2045,"Barbara Tosta de Oliveira Cardoso",1194,"Agência Nacional do Cinema","ANCINE","01-12-2020",NA,"Assessorar e apoiar a unidade superior; promover a segurança da informação e a qualidade e confiabilidade dos dados relacionados aos processos sob sua responsabilidade; registrar e instruir processos administrativos.","COORDENADOR(A) TÉCNICO DAS ÁREAS DE REGULAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","Barbara Tosta de Oliveira Cardoso (desde 01/12/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1186",1527,22,1698,"Bernardo Borges do Nascimento",1194,"Agência Nacional do Cinema","ANCINE","19-11-2020",NA,"Assessorar a autoridade superior nas matérias de sua competência; promover a segurança da informação e da qualidade e confiabilidade dos dados sob sua responsabilidade; decidir em primeira instância no âmbito de suas atribuições regimentais.","COORDENADOR(A) DE INFRAESTRUTURA E SEGURANÇA DE INFORMAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","Bernardo Borges do Nascimento (desde 19/11/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1187",1817,22,2049,"BRUNO CESAR SILVA LIMA",1194,"Agência Nacional do Cinema","ANCINE","01-04-2021",NA,"Assessorar e apoiar a unidade superior; promover a segurança da informação e a qualidade e confiabilidade dos dados relacionados aos processos sob sua responsabilidade; registrar e instruir processos administrativos.","COORDENADOR(A) DE OBRIGAÇÕES REGULATÓRIAS","","Agente Público Obrigado - Titular","apo","Titular","BRUNO CESAR SILVA LIMA (desde 01/04/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1188",1822,22,2054,"BRUNO HENRIQUE DA SILVA MIGUEL",1194,"Agência Nacional do Cinema","ANCINE","01-04-2021",NA,"Assessorar e apoiar a unidade superior; promover a segurança da informação e a qualidade e confiabilidade dos dados relacionados aos processos sob sua responsabilidade; registrar e instruir processos administrativos.","COORDENADOR(A) DE FISCALIZAÇÃO TRIBUTÁRIA","","Agente Público Obrigado - Titular","apo","Titular","BRUNO HENRIQUE DA SILVA MIGUEL (desde 01/04/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1189",1914,22,2146,"Bruno Schneider",1194,"Agência Nacional do Cinema","ANCINE","03-08-2020",NA,"Planejar, organizar e executar os processos, projetos e programas relativos às respectivas áreas de atuação; promover a integração dos processos organizacionais e produzir informações relativas às matérias sob sua responsabilidade.","GERENTE DE TECNOLOGIA DA INFORMAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","Bruno Schneider (desde 03/08/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1190",21209,22,2288,"CARLA SOBROSA MESQUITA MONSORES",1194,"Agência Nacional do Cinema","ANCINE","12-05-2023",NA,NA,"DIRETOR SUBSTITUTO","","Agente Público Obrigado - Titular","apo","Titular","CARLA SOBROSA MESQUITA MONSORES (desde 12/05/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1191",13488,22,11964,"CARLOS ANDRE MOREIRA CHELFO",1194,"Agência Nacional do Cinema","ANCINE","09-12-2022",NA,NA,"COORDENADOR(A) DE PROTEÇÃO AO DIREITO AUTORAL","","Agente Público Obrigado - Titular","apo","Titular","CARLOS ANDRE MOREIRA CHELFO (desde 09/12/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1192",1879,22,2116,"Caroline Maria Ventura Morais",1194,"Agência Nacional do Cinema","ANCINE","05-02-2020",NA,"Prestar assessoramento especializado à Diretoria Colegiada.","ASSESSOR(A) ESPECIAL GABINETE DO DIR PRESIDENTE","","Agente Público Obrigado - Titular","apo","Titular","Caroline Maria Ventura Morais (desde 05/02/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1193",1399,22,1549,"Cesar Brasil Gomes Dias",1194,"Agência Nacional do Cinema","ANCINE","12-02-2021",NA,"Realizar triagem, registro, distribuição e guarda de documentos; registrar e instruir processos administrativos; elaborar deliberações.","COORDENADOR(A) DE PLANEJAMENTO FINANCEIRO DE FOMENTO","","Agente Público Obrigado - Titular","apo","Titular","Cesar Brasil Gomes Dias (desde 12/02/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1194",2024,22,742,"DANIEL DE SOUZA LUCAS",1194,"Agência Nacional do Cinema","ANCINE","23-05-2019",NA,NA,"GERENTE DE RECURSOS HUMANOS","","Agente Público Obrigado - Titular","apo","Titular","DANIEL DE SOUZA LUCAS (desde 23/05/2019) - APO ativo","Agente Público Obrigado Titular ativo"
"1195",23085,22,3758,"DANIEL FERREIRA PINTO BEZERRA DA SILVA",1194,"Agência Nacional do Cinema","ANCINE","07-07-2023",NA,NA,"COORDENADOR DE DESENVOLVIMENTO DE SOLUÇÕES DE TIC","","Agente Público Obrigado - Titular","apo","Titular","DANIEL FERREIRA PINTO BEZERRA DA SILVA (desde 07/07/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1196",1825,22,2058,"DANIEL GODOY QUEIROZ",1194,"Agência Nacional do Cinema","ANCINE","01-12-2020",NA,"Assessorar e apoiar a unidade superior; promover a segurança da informação e a qualidade e confiabilidade dos dados relacionados aos processos sob sua responsabilidade; registrar e instruir processos administrativos.","COORDENADOR(A) DE REGISTRO E CLASSIFICAÇÃO DE AGENTES ECONÔMICOS","","Agente Público Obrigado - Titular","apo","Titular","DANIEL GODOY QUEIROZ (desde 01/12/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1197",28864,22,1562,"DANIEL TOLEDO PIZA TONACCI",1194,"Agência Nacional do Cinema","ANCINE","25-10-2022",NA,NA,"COORDENADOR(A) DE PROGRAMAS INTERNACIONAIS","","Agente Público Obrigado - Titular","apo","Titular","DANIEL TOLEDO PIZA TONACCI (desde 25/10/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1198",1732,22,1923,"EDUARDO FONSECA DE MORAES",1194,"Agência Nacional do Cinema","ANCINE","17-04-2020",NA,NA,"SECRETARIO DE GESTAO INTERNA","","Agente Público Obrigado - Titular","apo","Titular","EDUARDO FONSECA DE MORAES (desde 17/04/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1199",8740,22,2100,"EDUARDO STOPATO LOPES DA FONSECA",1194,"Agência Nacional do Cinema","ANCINE","06-08-2021",NA,NA,"ASSESSOR DIRETORIA III","","Agente Público Obrigado - Titular","apo","Titular","EDUARDO STOPATO LOPES DA FONSECA (desde 06/08/2021) - APO ativo","Agente Público Obrigado Titular ativo"
"1200",33586,22,27283,"Elisa Farias Sauwen De Almeida",1194,"Agência Nacional do Cinema","ANCINE","08-04-2024",NA,"Substituição da Coordenadora","COORDENADOR(A) DE ENQUADRAMENTO E APROVAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","Elisa Farias Sauwen De Almeida (desde 08/04/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1201",1533,22,1708,"FABIA OLIVEIRA MARTINS DE SOUZA",1194,"Agência Nacional do Cinema","ANCINE","04-08-2020",NA,"Assessorar a autoridade superior nas matérias de sua competência; promover a segurança da informação e da qualidade e confiabilidade dos dados sob sua responsabilidade; decidir em primeira instância no âmbito de suas atribuições regimentais.","COORDENADOR(A) DE GESTÃO SETORIAL E ESTRATÉGICA","","Agente Público Obrigado - Titular","apo","Titular","FABIA OLIVEIRA MARTINS DE SOUZA (desde 04/08/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1202",1748,22,1938,"FABIANA TRINDADE MACHADO",1194,"Agência Nacional do Cinema","ANCINE","02-08-2022",NA,NA,"SECRETARIO(A) DE FINANCIAMENTO","","Agente Público Obrigado - Titular","apo","Titular","FABIANA TRINDADE MACHADO (desde 02/08/2022) - APO ativo","Agente Público Obrigado Titular ativo"
"1203",21664,22,11462,"FERNANDA NUNES GALANTINE",1194,"Agência Nacional do Cinema","ANCINE","26-05-2023",NA,NA,"SUPERINTENDENTE DE REGISTRO","","Agente Público Obrigado - Titular","apo","Titular","FERNANDA NUNES GALANTINE (desde 26/05/2023) - APO ativo","Agente Público Obrigado Titular ativo"
"1204",32955,22,9274,"Fernanda Ramires De Andrade",1194,"Agência Nacional do Cinema","ANCINE","18-03-2024",NA,NA,"COORDENADOR(A) DE ENQUADRAMENTO E APROVAÇÃO","","Agente Público Obrigado - Titular","apo","Titular","Fernanda Ramires De Andrade (desde 18/03/2024) - APO ativo","Agente Público Obrigado Titular ativo"
"1205",1882,22,2117,"Filipe Martins sarmento",1194,"Agência Nacional do Cinema","ANCINE","04-08-2020",NA,"Prestar assessoramento especializado à Diretoria Colegiada.","ASSESSOR DO GABINETE DO DIRETOR-PRESIDENTE","","Agente Público Obrigado - Titular","apo","Titular","Filipe Martins sarmento (desde 04/08/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1206",1535,22,1712,"FLAVIO NONNO JUSTO",1194,"Agência Nacional do Cinema","ANCINE","12-06-2020",NA,"Assessorar a autoridade superior nas matérias de sua competência; promover a segurança da informação e da qualidade e confiabilidade dos dados sob sua responsabilidade; decidir em primeira instância no âmbito de suas atribuições regimentais.","COORDENADOR(A) DE REMUNERAÇÃO E BENEFÍCIOS","","Agente Público Obrigado - Titular","apo","Titular","FLAVIO NONNO JUSTO (desde 12/06/2020) - APO ativo","Agente Público Obrigado Titular ativo"
"1207",31630,22,25778,"FRANCISCO JOSE BAPTISTA CAMPOS",1194,"Agência Nacional do Cinema","ANCINE","02-01-2024",NA,NA,"ASSESSOR DIRETORIA I","","Agente Público Obrigado - Titular","apo","Titular","FRANCISCO JOSE BAPTISTA CAMPOS (desde 02/01/2024) - APO ativo","Agente Público Obrigado Titular ativo"
